session_id,worker_id,turn_id,model,prompt,interestingness,boringness,preference,fluency,sensibility,specificity,humanness,quality
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,-1,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,,,,,,,,4.0
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,1,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,2,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,3,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,4,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,5,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,6,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,7,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,8,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,9,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
1395fd52-9c40-4db2-aecf-828297abefcf,6563ac20-9fcb-41d7-a2a5-ef259ade7430,10,Jumbo,Jordan produced a lot of money annually. Always being able to pay his bills on time.,0.0,0.0,1.0,0.0,1.0,1.0,0.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,-1,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,,,,,,,,5.0
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,1,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,2,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,3,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,4,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,5,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,6,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,7,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,8,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,0.0,1.0,1.0,0.0,0.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,9,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,0.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,10,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,11,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,0.0,0.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,12,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
cea2471d-664c-4ee7-b3e7-28337b327a5a,0a6fcc07-acff-4119-befd-c5a324ccd91e,13,Davinci,Taylor looked behind Jan to see if there was a rip in Jan's clothes like there was in the front of their clothes.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,-1,Davinci,Cameron brought their family to his play. They were so excited to see him act.,,,,,,,,5.0
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,1,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,2,Davinci,Cameron brought their family to his play. They were so excited to see him act.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,3,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,4,Davinci,Cameron brought their family to his play. They were so excited to see him act.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,5,Davinci,Cameron brought their family to his play. They were so excited to see him act.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,6,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,7,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,8,Davinci,Cameron brought their family to his play. They were so excited to see him act.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,9,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,1.0,1.0,1.0,1.0,1.0,0.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,10,Davinci,Cameron brought their family to his play. They were so excited to see him act.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,11,Davinci,Cameron brought their family to his play. They were so excited to see him act.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,12,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
7385c907-c14f-44a4-a974-10c96fdd4923,d8d4593b-9de5-40fe-b07b-2719ca9a6ac9,13,Davinci,Cameron brought their family to his play. They were so excited to see him act.,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,-1,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",,,,,,,,4.0
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,1,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,2,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,1.0,1.0,1.0,1.0,0.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,3,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,4,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,5,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,0.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,6,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,7,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,8,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,0.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,9,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,0.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,10,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,11,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,12,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",0.0,1.0,1.0,1.0,1.0,1.0,0.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,13,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
a4fe17ab-50b0-4451-ad79-d645b15bcf7f,dc76d85b-03bd-4571-88d6-4d0c0ee70238,14,Davinci,"I was very happy about a time when i saw an elderly lady being helped by a younger male , its nice to see people still helping others now days.",1.0,0.0,1.0,1.0,0.0,1.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,-1,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,,,,,,,,4.0
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,1,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,2,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,3,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,4,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,5,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,6,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,7,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,8,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,9,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,0.0,1.0,1.0,1.0,1.0,1.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,10,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,1.0,0.0,1.0,1.0,1.0,1.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,11,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,12,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,0.0,1.0,1.0,1.0,0.0,1.0,
e70fc6b2-91f6-4354-aca4-34cc0284d613,cba98aec-d668-46ed-aac5-c451f70d63b6,13,InstructBabbage,Tracy went to a party with Lee's friends and had a great time with the crew.,0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,-1,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",,,,,,,,4.0
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,1,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,1.0,0.0,1.0,1.0,1.0,0.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,2,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",1.0,0.0,1.0,1.0,1.0,1.0,1.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,3,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,4,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,5,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,1.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,6,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,7,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,8,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,9,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
a57195da-f0b4-4928-8ffe-1af0bf30a50a,1df8ee07-d34b-453c-8ac8-7cd7f0b07db0,10,Davinci,"Kendall couldn't afford a regular cable bill, so they often went to Sasha's house for TV. This month, Sasha wasn't able to pay their bill so Kendall covered it.",0.0,0.0,1.0,1.0,1.0,1.0,0.0,
256815ec-30b8-42d0-a990-11763b1d6f25,bfb95d76-f749-4b20-91f5-6c3d267884f0,-1,Davinci,Robin and Tracy went to school together. Robin helped Tracy study.,,,,,,,,5.0
256815ec-30b8-42d0-a990-11763b1d6f25,bfb95d76-f749-4b20-91f5-6c3d267884f0,1,Davinci,Robin and Tracy went to school together. Robin helped Tracy study.,1.0,0.0,1.0,1.0,1.0,1.0,1.0,
